"Region","Group","Start","End","Incidents"
"Australasia & Oceania","Bougainville Revolutionary Army (BRA) | 0007",1992-08-02,1996-09-08,7
"Australasia & Oceania","Guadalcanal Liberation Front (GLF) | 0001",2002-08-22,2002-08-22,1
"Australasia & Oceania","Independence Advocates | 0001",1984-11-17,1984-11-17,1
"Australasia & Oceania","Informal Anarchist Federation | 0001",2013-09-02,2013-09-02,1
"Australasia & Oceania","Justice Commandos for the Armenian Genocide | 0001",1980-12-17,1980-12-17,1
"Australasia & Oceania","Rebel Military Unit | 0001",2000-11-02,2000-11-02,1
"Central America & Caribbean","Farabundo Marti National Liberation Front (FMLN) | 1222",1980-01-04,1992-10-27,1222
"Central America & Caribbean","Nicaraguan Democratic Force (FDN) | 0577",1983-03-15,1987-06-19,577
"Central America & Caribbean","Nicaraguan Resistance | 0113",1987-06-19,1990-03-23,113
"Central America & Caribbean","Democratic Revolutionary Alliance (ARDE) | 0112",1983-05-01,1986-02-16,112
"Central America & Caribbean","Sandinista National Liberation Front (FSLN) | 0049",1977-10-13,1979-06-05,49
"Central America & Caribbean","Contras | 0045",1981-12-01,1983-03-21,45
"Central America & Caribbean","Guatemalan National Revolutionary Unity (URNG) | 0035",1985-05-16,1996-01-16,35
"Central America & Caribbean","Revolutionary Organization of People in Arms (ORPA) | 0035",1979-11-29,1990-03-28,35
"Central America & Caribbean","Guerrilla Army of the Poor (EGP) | 0033",1975-11-01,1988-02-21,33
"Central America & Caribbean","Misurasata Indian Organization | 0020",1983-03-30,1985-01-14,20
"Central America & Caribbean","People's Liberation Forces (FPL) | 0014",1978-10-11,1979-10-29,14
"Central America & Caribbean","Ex-Somoza National Guard | 0012",1980-08-06,1981-12-09,12
"Central America & Caribbean","Rebel Armed Forces of Guatemala (FAR) | 0010",1983-12-07,1989-10-02,10
"Central America & Caribbean","Left-Wing Guerrillas | 0009",1980-07-27,1983-10-25,9
"Central America & Caribbean","Cinchoneros Popular Liberation Movement | 0006",1986-10-11,1991-05-26,6
"Central America & Caribbean","Gunmen | 0005",1995-10-13,2001-07-07,5
"Central America & Caribbean","Left-Wing Terrorists | 0005",1980-09-06,1984-01-15,5
"Central America & Caribbean","Recontras | 0005",1991-08-27,1996-07-14,5
"Central America & Caribbean","Revolutionary Armed Forces of Nicaragua (FARN) | 0005",1981-12-20,1983-03-24,5
"Central America & Caribbean","United Nicaraguan Opposition | 0005",1986-07-04,1986-07-05,5
"Central America & Caribbean","Lorenzo Zelaya Revolutionary Front (LZRF) | 0004",1981-09-23,1988-07-17,4
"Central America & Caribbean","Morazanist Front for the Liberation of Honduras (FMLH) | 0004",1983-09-03,1990-03-31,4
"Central America & Caribbean","Counter-revolutionaries | 0003",1979-12-27,1981-11-24,3
"Central America & Caribbean","Armed Forces of National Resistance (FARN) | 0002",1976-06-28,1979-10-30,2
"Central America & Caribbean","Kisan Indian Organization | 0002",1986-04-13,1986-08-20,2
"Central America & Caribbean","Patriotic Morazanista Front (FPM) | 0002",1989-04-11,1989-07-13,2
"Central America & Caribbean","Political Activists | 0002",1995-04-16,1996-07-02,2
"Central America & Caribbean","Popular Revolutionary Bloc (BPR) | 0002",1979-09-29,1980-04-17,2
"Central America & Caribbean","Recompras | 0002",1992-01-08,1992-01-28,2
"Central America & Caribbean","19th of July Christian Resistance Brigade | 0001",1981-06-25,1981-06-25,1
"Central America & Caribbean","20 December Movement (M-20) | 0001",1992-06-08,1992-06-08,1
"Central America & Caribbean","Andres Castro United Front | 0001",2000-03-16,2000-03-16,1
"Central America & Caribbean","Anti-Communist Patriotic Front | 0001",1980-07-23,1980-07-23,1
"Central America & Caribbean","Anti Somoza Gp, name unk | 0001",1982-05-14,1982-05-14,1
"Central America & Caribbean","Armed People | 0001",1995-03-12,1995-03-12,1
"Central America & Caribbean","Carlos Echeverria commando group | 0001",1981-03-17,1981-03-17,1
"Central America & Caribbean","Democratic Revolutionary Front (FDR) | 0001",1980-09-21,1980-09-21,1
"Central America & Caribbean","Dominican Popular Movement (MPD) | 0001",1970-03-24,1970-03-24,1
"Central America & Caribbean","Extremists | 0001",1981-07-16,1981-07-16,1
"Central America & Caribbean","Fanmi Lavalas | 0001",2002-05-07,2002-05-07,1
"Central America & Caribbean","Former Soldiers/Police | 0001",1995-02-14,1995-02-14,1
"Central America & Caribbean","Gang | 0001",1996-11-24,1996-11-24,1
"Central America & Caribbean","Guatemalan Labor Party (PGT) | 0001",1979-05-01,1979-05-01,1
"Central America & Caribbean","Guerrillas | 0001",1987-01-06,1987-01-06,1
"Central America & Caribbean","M-19 (Movement of April 19) | 0001",1985-08-20,1985-08-20,1
"Central America & Caribbean","Manuel Jose Arce Commando | 0001",1988-10-19,1988-10-19,1
"Central America & Caribbean","Miskito Indian Organization | 0001",1986-03-22,1986-03-22,1
"Central America & Caribbean","Nicaraguan  Revolutionary Armed Force | 0001",1984-04-01,1984-04-01,1
"Central America & Caribbean","Nicaraguan Counter Revolutionaries (group unk) | 0001",1981-10-16,1981-10-16,1
"Central America & Caribbean","People's Revolutionary Army (ERP) (El Salvador) | 0001",1979-02-01,1979-02-01,1
"Central America & Caribbean","Popular Anti-Communist Militias | 0001",1980-07-22,1980-07-22,1
"Central America & Caribbean","Revolutionary Armed Forces (FAR) | 0001",1983-12-14,1983-12-14,1
"Central America & Caribbean","Revolutionary Commandos of Solidarity | 0001",1977-04-11,1977-04-11,1
"Central America & Caribbean","Revolutionary United Front Movement | 0001",1989-02-18,1989-02-18,1
"Central America & Caribbean","Sandinistas | 0001",1983-03-26,1983-03-26,1
"Central America & Caribbean","Somozists | 0001",1980-12-21,1980-12-21,1
"Central America & Caribbean","Subversives | 0001",1981-07-16,1981-07-16,1
"Central Asia","Abkhazian Separatists | 0003",1992-09-19,1997-07-09,3
"Central Asia","Supporters of Ex-President Gamsakhurdial | 0003",1992-03-13,1992-07-06,3
"Central Asia","Algeisk Wolves | 0002",1995-04-09,1995-06-08,2
"Central Asia","Azerbaijan Guerrillas | 0002",1991-11-24,1992-05-26,2
"Central Asia","Gunmen | 0002",2000-11-30,2011-11-08,2
"Central Asia","Islamic Movement of Uzbekistan (IMU) | 0002",2000-08-12,2000-08-12,2
"Central Asia","Abkhazian guerrillas | 0001",1992-12-28,1992-12-28,1
"Central Asia","Armenian militants | 0001",1992-03-09,1992-03-09,1
"Central Asia","Georgian Militants | 0001",2001-07-22,2001-07-22,1
"Central Asia","Islamic Revival Movement | 0001",1995-09-28,1995-09-28,1
"Central Asia","Muslim Militants | 0001",1992-12-25,1992-12-25,1
"Central Asia","Taliban | 0001",2014-02-26,2014-02-26,1
"East Asia","Revolutionary Workers' Council (Kakurokyo) | 0004",1978-01-27,1978-01-27,4
"East Asia","Senki (""Battle Flag"") | 0003",1983-07-05,1983-07-05,3
"East Asia","Anti-U.S. radicals | 0001",1991-12-08,1991-12-08,1
"East Asia","Aum Shinri Kyo | 0001",1990-04-15,1990-04-15,1
"East Asia","Chukakuha (Middle Core Faction) | 0001",1986-04-15,1986-04-15,1
"East Asia","Left-Wing Extremists | 0001",1983-11-01,1983-11-01,1
"East Asia","Okinawa Liberation League | 0001",1975-07-23,1975-07-23,1
"East Asia","Revolutionary Army | 0001",2015-04-28,2015-04-28,1
"East Asia","Uighur Separatists | 0001",2005-01-20,2005-01-20,1
"Eastern Europe","Donetsk People's Republic | 0375",2014-04-16,2015-12-04,375
"Eastern Europe","Luhansk People's Republic | 0100",2014-05-08,2015-11-03,100
"Eastern Europe","Chechen Rebels | 0084",1997-06-26,2014-04-03,84
"Eastern Europe","Kosovo Liberation Army (KLA) | 0016",1998-04-14,1999-06-17,16
"Eastern Europe","Pro-Russia Militia | 0006",2014-03-18,2015-04-21,6
"Eastern Europe","Cossack Separatists | 0005",2014-10-07,2014-10-07,5
"Eastern Europe","Gunmen | 0005",2000-01-28,2002-08-21,5
"Eastern Europe","Donskoy Army | 0004",2014-10-14,2014-10-14,4
"Eastern Europe","Armed Forces of the Chechen Republic of Ichkeria | 0003",2001-11-25,2002-07-09,3
"Eastern Europe","Kharkiv Partisans | 0003",2014-11-08,2015-02-22,3
"Eastern Europe","Albanian National Army (ANA) | 0002",2001-08-14,2003-05-17,2
"Eastern Europe","Albanians | 0002",2000-05-20,2001-07-01,2
"Eastern Europe","Armenian Guerrillas | 0002",1990-08-19,1991-08-15,2
"Eastern Europe","Caucasus Emirate | 0002",2008-06-23,2009-06-13,2
"Eastern Europe","Ingush Rebels | 0002",1992-10-30,1992-10-30,2
"Eastern Europe","Special Purpose Islamic Regiment (SPIR) | 0002",2001-04-09,2002-02-06,2
"Eastern Europe","Armenian Extremists | 0001",1990-08-20,1990-08-20,1
"Eastern Europe","Armenian Group | 0001",1990-04-12,1990-04-12,1
"Eastern Europe","Armenian paramilitary group | 0001",1990-08-22,1990-08-22,1
"Eastern Europe","Army of the Republic of Ilirida | 0001",2002-08-12,2002-08-12,1
"Eastern Europe","Azerbaijan Guerrillas | 0001",1991-08-13,1991-08-13,1
"Eastern Europe","Grozny Jamaat | 0001",2002-04-18,2002-04-18,1
"Eastern Europe","Kaitseliit Paramiltary Group | 0001",1992-07-14,1992-07-14,1
"Eastern Europe","Lithuanian Land Guard | 0001",1992-05-15,1992-05-15,1
"Eastern Europe","Makhachkala Gang | 0001",2013-09-03,2013-09-03,1
"Eastern Europe","National Liberation Army (NLA) (Macedonia) | 0001",2001-11-28,2001-11-28,1
"Eastern Europe","Neo-Nazi Group | 0001",2013-11-03,2013-11-03,1
"Eastern Europe","Serbian guerrillas | 0001",1992-03-09,1992-03-09,1
"Eastern Europe","Skinheads | 0001",2006-04-13,2006-04-13,1
"Eastern Europe","Sword of Islam | 0001",1999-02-09,1999-02-09,1
"Eastern Europe","Ukrainian Nationalist Group | 0001",2014-10-20,2014-10-20,1
"Eastern Europe","Wolves of Islam | 0001",1998-10-03,1998-10-03,1
"Middle East & North Africa","Kurdistan Workers' Party (PKK) | 0502",1984-08-15,2015-12-31,502
"Middle East & North Africa","Islamic State of Iraq and the Levant (ISIL) | 0452",2013-05-16,2015-12-29,452
"Middle East & North Africa","Al-Qaida in the Arabian Peninsula (AQAP) | 0360",2010-11-30,2015-12-17,360
"Middle East & North Africa","Palestinians | 0308",1970-09-01,2001-05-08,308
"Middle East & North Africa","Hezbollah | 0143",1983-03-01,2015-01-28,143
"Middle East & North Africa","Huthi Extremists | 0126",2013-09-30,2015-12-25,126
"Middle East & North Africa","Algerian Islamic Extremists | 0125",1998-02-20,2008-12-27,125
"Middle East & North Africa","Palestine Liberation Organization (PLO) | 0097",1979-05-06,1994-04-02,97
"Middle East & North Africa","Palestinian Extremists | 0084",2012-07-25,2015-12-31,84
"Middle East & North Africa","Salafist Group for Preaching and Fighting (GSPC) | 0074",1999-03-01,2007-01-23,74
"Middle East & North Africa","Hamas (Islamic Resistance Movement) | 0071",1991-04-16,2015-12-10,71
"Middle East & North Africa","Muslim Fundamentalists | 0062",1992-03-28,2015-12-09,62
"Middle East & North Africa","Al-Nusrah Front | 0055",2012-09-07,2015-12-25,55
"Middle East & North Africa","Al-Qaida in Iraq | 0054",2004-12-14,2013-03-19,54
"Middle East & North Africa","Al-Qaida in the Islamic Maghreb (AQIM) | 0049",2007-01-30,2015-07-26,49
"Middle East & North Africa","Sinai Province of the Islamic State | 0049",2014-11-13,2015-12-20,49
"Middle East & North Africa","Gunmen | 0041",2000-12-02,2011-11-29,41
"Middle East & North Africa","Barqa Province of the Islamic State | 0030",2014-11-12,2015-12-13,30
"Middle East & North Africa","Muslim Brotherhood | 0029",1979-06-16,2014-03-15,29
"Middle East & North Africa","Islamist Extremists | 0027",1992-05-10,2010-10-28,27
"Middle East & North Africa","Free Syrian Army | 0026",2012-02-24,2015-11-24,26
"Middle East & North Africa","Southern Mobility Movement (Yemen) | 0026",2010-09-03,2015-04-13,26
"Middle East & North Africa","16 January Organization for the Liberation of Tripoli | 0024",1989-01-20,1989-12-12,24
"Middle East & North Africa","Armed Islamic Group (GIA) | 0024",1994-04-26,2006-05-08,24
"Middle East & North Africa","Tribesmen | 0024",2013-12-21,2015-04-19,24
"Middle East & North Africa","Popular Resistance Committees (Yemen) | 0022",2015-04-10,2015-08-27,22
"Middle East & North Africa","Turkish People's Liberation Army | 0021",1970-08-31,1976-03-27,21
"Middle East & North Africa","Ansar Bayt al-Maqdis (Ansar Jerusalem) | 0020",2012-09-21,2014-11-04,20
"Middle East & North Africa","Mujahedin-e Khalq (MEK) | 0019",1972-05-31,1994-03-18,19
"Middle East & North Africa","9 February | 0018",1988-01-27,1989-03-07,18
"Middle East & North Africa","Dev Sol | 0017",1990-04-11,1994-12-15,17
"Middle East & North Africa","Supporters of Abd Rabbuh Mansur Hadi | 0017",2015-03-12,2015-08-05,17
"Middle East & North Africa","Palestinian Islamic Jihad (PIJ) | 0016",1990-10-21,2015-09-21,16
"Middle East & North Africa","Popular Front for the Liberation of Palestine (PFLP) | 0016",1970-06-10,2012-11-10,16
"Middle East & North Africa","Tripoli Province of the Islamic State | 0016",2015-03-14,2015-12-19,16
"Middle East & North Africa","Shaykh Subhi Al-Salih Forces | 0014",1988-12-04,1989-03-14,14
"Middle East & North Africa","Ansar al-Sharia (Libya) | 0012",2013-11-25,2015-05-13,12
"Middle East & North Africa","Democratic Front for the Liberation of Palestine (DFLP) | 0012",1982-03-25,2014-04-12,12
"Middle East & North Africa","Lebanese National Resistance Front | 0012",1983-01-05,1991-11-23,12
"Middle East & North Africa","Abu Nidal Organization (ANO) | 0011",1982-11-08,1992-10-20,11
"Middle East & North Africa","Al-Aqsa Martyrs Brigade | 0011",2002-02-19,2015-05-03,11
"Middle East & North Africa","Al-Naqshabandiya Army | 0011",2014-09-07,2015-01-12,11
"Middle East & North Africa","Islamic Front (Syria) | 0011",2014-02-19,2015-02-14,11
"Middle East & North Africa","Military Council of the Tribal Revolutionaries (MCTR) | 0011",2014-04-03,2014-12-23,11
"Middle East & North Africa","Armenian Secret Army for the Liberation of Armenia | 0010",1976-01-01,1986-10-01,10
"Middle East & North Africa","Haftar Militia | 0010",2014-05-16,2014-11-15,10
"Middle East & North Africa","Moslem Activists | 0010",1994-04-08,1994-06-14,10
"Middle East & North Africa","Southern Front | 0010",2015-06-09,2015-06-17,10
"Middle East & North Africa","Tawhid and Jihad | 0008",2004-02-18,2004-10-14,8
"Middle East & North Africa","Ahrar al-Sham | 0007",2015-04-27,2015-10-04,7
"Middle East & North Africa","Beirut Martyrs Battalion | 0007",1988-09-02,1989-06-22,7
"Middle East & North Africa","Supporters of the Islamic State in Jerusalem | 0007",2015-07-19,2015-07-19,7
"Middle East & North Africa","Adan-Abyan Province of the Islamic State | 0006",2015-08-12,2015-11-04,6
"Middle East & North Africa","Amal | 0006",1986-05-01,1999-10-23,6
"Middle East & North Africa","Black Panther Group (Palestinian) | 0006",1991-11-26,1995-11-29,6
"Middle East & North Africa","Kurdish Democratic Party-Iraq (KDP) | 0005",1988-11-16,1998-08-16,5
"Middle East & North Africa","Okba Ibn Nafaa Brigade | 0005",2014-07-16,2015-08-23,5
"Middle East & North Africa","Polisario Front | 0005",1978-12-10,1987-02-18,5
"Middle East & North Africa","Shura Council of Benghazi Revolutionaries | 0005",2014-09-09,2015-06-22,5
"Middle East & North Africa","Southern Yemen Separatists | 0005",2010-02-19,2014-01-17,5
"Middle East & North Africa","Al-Fatah | 0004",1988-03-26,1992-07-07,4
"Middle East & North Africa","Ansar al-Islam | 0004",2008-02-01,2014-01-27,4
"Middle East & North Africa","Ansar al-Sharia (Tunisia) | 0004",2013-07-29,2013-10-23,4
"Middle East & North Africa","Arab Democratic Party | 0004",1987-09-08,1987-09-08,4
"Middle East & North Africa","Islamic Salvation Front (FIS) | 0004",1991-07-12,1992-09-27,4
"Middle East & North Africa","Kurdistan Free Life Party | 0004",2008-10-18,2013-02-24,4
"Middle East & North Africa","Palestinian Revolution Forces | 0004",1986-06-26,1986-07-24,4
"Middle East & North Africa","Supreme Council for Islamic Revolution in Iraq (SCIRI) | 0004",1992-10-09,1997-05-07,4
"Middle East & North Africa","Takfir wal-Hijra (Excommunication and Exodus) | 0004",2005-02-02,2013-06-15,4
"Middle East & North Africa","Al-Faruo Battalion | 0003",1988-10-10,1988-10-18,3
"Middle East & North Africa","Fatah Uprising | 0003",1989-02-23,1990-01-05,3
"Middle East & North Africa","Front for the Liberation of Lebanon from Foreigners | 0003",1981-09-17,1982-02-27,3
"Middle East & North Africa","Hadramawt Province of the Islamic State | 0003",2015-04-30,2015-08-20,3
"Middle East & North Africa","Jaish al-Adl | 0003",2013-12-18,2015-04-10,3
"Middle East & North Africa","Kurdish Democratic Party-Iran (KDP) | 0003",1989-09-30,1990-04-17,3
"Middle East & North Africa","Lebanese Liberation Front | 0003",1987-04-16,1988-03-24,3
"Middle East & North Africa","Militants | 0003",2008-08-28,2009-05-01,3
"Middle East & North Africa","Muslim Militants | 0003",1986-02-26,2000-02-24,3
"Middle East & North Africa","Separatists | 0003",2013-01-11,2013-05-06,3
"Middle East & North Africa","Shiite Muslims | 0003",1979-09-14,1984-10-04,3
"Middle East & North Africa","Syrian Social Nationalist Party | 0003",1985-04-09,1990-11-25,3
"Middle East & North Africa","Turkish Communist Party/Marxist (TKP-ML) | 0003",1996-08-25,2015-08-09,3
"Middle East & North Africa","Turkish People's Liberation Front (TPLF)(THKP-C) | 0003",1970-10-02,1980-05-20,3
"Middle East & North Africa","313 Brigade (Syria) | 0002",2013-06-28,2013-06-28,2
"Middle East & North Africa","Abdullah Azzam Brigades | 0002",2005-08-19,2013-12-17,2
"Middle East & North Africa","Al-Qaida | 0002",2000-01-03,2000-10-12,2
"Middle East & North Africa","Al-Shabaab al-Mu'minin | 0002",2005-04-25,2005-05-07,2
"Middle East & North Africa","Arab Socialist Baath Party | 0002",1985-09-04,1985-11-27,2
"Middle East & North Africa","Arabs | 0002",1981-01-11,1996-05-13,2
"Middle East & North Africa","Bedouin tribesmen | 0002",2012-05-05,2012-06-15,2
"Middle East & North Africa","Derna Mujahideen Shura Council | 0002",2014-12-24,2014-12-28,2
"Middle East & North Africa","Force 17 | 0002",1984-02-25,1987-08-02,2
"Middle East & North Africa","Free Libya Martyrs Brigade | 0002",2015-10-13,2015-10-14,2
"Middle East & North Africa","Hadramawt Tribes Alliance | 0002",2014-02-07,2015-04-29,2
"Middle East & North Africa","Iraqi Revolutionary Forces | 0002",1992-11-12,1992-11-12,2
"Middle East & North Africa","Israeli Settler | 0002",2014-11-12,2015-08-24,2
"Middle East & North Africa","Jund al-Khilafah (Tunisia) | 0002",2015-04-07,2015-04-22,2
"Middle East & North Africa","Jund al-Sham for Tawhid and Jihad | 0002",2008-06-12,2015-07-25,2
"Middle East & North Africa","Kurdish Rebels | 0002",1989-04-22,1989-04-25,2
"Middle East & North Africa","Libya Revolutionaries Operations Room (LROR) | 0002",2013-10-10,2014-07-13,2
"Middle East & North Africa","Liwa Ahrar al-Sunna | 0002",2014-03-29,2014-04-30,2
"Middle East & North Africa","Marxist-Leninist Armed Propaganda Unit | 0002",1979-05-11,1980-04-16,2
"Middle East & North Africa","Mujahedeen Army | 0002",2006-01-19,2014-08-12,2
"Middle East & North Africa","Palestinian/Lebanese nationalists | 0002",1985-01-16,1985-01-16,2
"Middle East & North Africa","Patriotic Union of Kurdistan (PUK) | 0002",1995-03-11,1997-11-07,2
"Middle East & North Africa","Popular Resistance Committees | 0002",2007-11-04,2014-05-21,2
"Middle East & North Africa","pro-iranian terrorists | 0002",1984-01-05,1984-01-05,2
"Middle East & North Africa","Right Wing Christian extremists | 0002",1978-11-24,1978-11-24,2
"Middle East & North Africa","Sanaa Province of the Islamic State | 0002",2015-06-29,2015-07-07,2
"Middle East & North Africa","Shura Council of Mujahideen in Derna | 0002",2015-06-28,2015-06-29,2
"Middle East & North Africa","Tripoli Martyrs Battalion | 0002",1989-01-09,1989-01-09,2
"Middle East & North Africa","Yemenis | 0002",2001-01-15,2001-01-17,2
"Middle East & North Africa","14 March Coalition | 0001",2008-07-09,2008-07-09,1
"Middle East & North Africa","Abida Tribe | 0001",2005-11-21,2005-11-21,1
"Middle East & North Africa","Abu Jaafar al-Mansur Brigades | 0001",2014-01-05,2014-01-05,1
"Middle East & North Africa","Abu Musa Group | 0001",1987-05-15,1987-05-15,1
"Middle East & North Africa","Adan Abyan Islamic Army (AAIA) | 0001",1999-08-28,1999-08-28,1
"Middle East & North Africa","Ahmad Jibril | 0001",1978-08-13,1978-08-13,1
"Middle East & North Africa","Aibed Er-Rahman katibet | 0001",2006-07-04,2006-07-04,1
"Middle East & North Africa","Al-Fatihin Army (AFA) | 0001",2008-01-01,2008-01-01,1
"Middle East & North Africa","Al-Herak Al-Tihami Movement | 0001",2013-03-09,2013-03-09,1
"Middle East & North Africa","Al-Islah Party | 0001",2014-09-16,2014-09-16,1
"Middle East & North Africa","Al-Qaqa Brigade | 0001",2014-02-06,2014-02-06,1
"Middle East & North Africa","Al-Sa'iqa | 0001",1988-11-06,1988-11-06,1
"Middle East & North Africa","Al-Zintan Revolutionaries' Military Council | 0001",2014-10-11,2014-10-11,1
"Middle East & North Africa","Algeria Province of the Islamic State | 0001",2015-12-18,2015-12-18,1
"Middle East & North Africa","Anbar Salvation Council | 0001",2007-06-02,2007-06-02,1
"Middle East & North Africa","Ansar al-Sunna | 0001",2004-12-21,2004-12-21,1
"Middle East & North Africa","Arab Liberation Front (ALF) | 0001",1979-08-05,1979-08-05,1
"Middle East & North Africa","Arab Separatists | 0001",1980-04-29,1980-04-29,1
"Middle East & North Africa","Armed Struggle Organization | 0001",1983-01-16,1983-01-16,1
"Middle East & North Africa","Army of the Tribes | 0001",2015-10-27,2015-10-27,1
"Middle East & North Africa","Ayesha bint al-Sadiq Brigade | 0001",2013-10-17,2013-10-17,1
"Middle East & North Africa","Begumcans Cell | 0001",1978-01-25,1978-01-25,1
"Middle East & North Africa","Black Hand | 0001",1983-12-21,1983-12-21,1
"Middle East & North Africa","Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA) | 0001",1986-06-07,1986-06-07,1
"Middle East & North Africa","Concerned citizens | 0001",1995-01-29,1995-01-29,1
"Middle East & North Africa","Cyrenaica Self-Defense Force | 0001",2014-03-22,2014-03-22,1
"Middle East & North Africa","Devrimici Halk Kurtulus Cephesi (DHKP/C) | 0001",1997-07-14,1997-07-14,1
"Middle East & North Africa","East Turkistan Liberation Organization | 0001",1999-10-05,1999-10-05,1
"Middle East & North Africa","El-Feth katibat | 0001",2006-10-08,2006-10-08,1
"Middle East & North Africa","Fatah al-Islam | 0001",2008-05-31,2008-05-31,1
"Middle East & North Africa","Forces of the Free Arab | 0001",1989-02-23,1989-02-23,1
"Middle East & North Africa","Free and Democratic Society of Eastern Kurdistan (KODAR) | 0001",2015-08-07,2015-08-07,1
"Middle East & North Africa","Guerrillas | 0001",1984-11-01,1984-11-01,1
"Middle East & North Africa","Hamawand Tribe | 0001",1992-05-05,1992-05-05,1
"Middle East & North Africa","Hezbollah Palestine | 0001",1992-08-04,1992-08-04,1
"Middle East & North Africa","Iraq's Jihadist Leagues | 0001",2008-03-18,2008-03-18,1
"Middle East & North Africa","Iraqis | 0001",1982-01-09,1982-01-09,1
"Middle East & North Africa","Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq) | 0001",2005-04-21,2005-04-21,1
"Middle East & North Africa","Islamic Mujahidin | 0001",1992-05-06,1992-05-06,1
"Middle East & North Africa","Islamic State of Iraq (ISI) | 0001",2007-09-23,2007-09-23,1
"Middle East & North Africa","Israeli Extremists | 0001",2015-10-13,2015-10-13,1
"Middle East & North Africa","Jaish al-Fatah (Syria) | 0001",2015-10-19,2015-10-19,1
"Middle East & North Africa","Jaish Tahkim al-Din | 0001",2014-04-29,2014-04-29,1
"Middle East & North Africa","Jaljala Army | 0001",2012-08-05,2012-08-05,1
"Middle East & North Africa","Jaysh al-Islam (Syria) | 0001",2015-03-22,2015-03-22,1
"Middle East & North Africa","Joint Meeting Parties (JMP) | 0001",2011-07-03,2011-07-03,1
"Middle East & North Africa","Justice Commandos for the Armenian Genocide | 0001",1982-12-29,1982-12-29,1
"Middle East & North Africa","Kach | 0001",1991-03-08,1991-03-08,1
"Middle East & North Africa","Kamal Udwan Unit of Palestinians | 0001",1981-07-14,1981-07-14,1
"Middle East & North Africa","Khalid ibn Walid | 0001",1985-06-14,1985-06-14,1
"Middle East & North Africa","Kurdistan Freedom Hawks (TAK) | 0001",2012-08-09,2012-08-09,1
"Middle East & North Africa","Lebanese Arab Army | 0001",1982-04-18,1982-04-18,1
"Middle East & North Africa","Lebanese Resistance Group | 0001",1983-08-05,1983-08-05,1
"Middle East & North Africa","Liberation Battalion | 0001",1987-11-17,1987-11-17,1
"Middle East & North Africa","Liberation Hawks | 0001",1987-03-29,1987-03-29,1
"Middle East & North Africa","Libya Shield Force | 0001",2014-11-11,2014-11-11,1
"Middle East & North Africa","Liwa al-Islam | 0001",2013-02-21,2013-02-21,1
"Middle East & North Africa","Liwa al-Sham | 0001",2013-07-01,2013-07-01,1
"Middle East & North Africa","Local Residents | 0001",1992-06-24,1992-06-24,1
"Middle East & North Africa","Major Muhammad Zuhnyn Group | 0001",1986-06-28,1986-06-28,1
"Middle East & North Africa","Martyr Ahmad Alishuay B Group | 0001",1989-03-16,1989-03-16,1
"Middle East & North Africa","Martyr Riyad Taha Group | 0001",1989-10-19,1989-10-19,1
"Middle East & North Africa","Marwan Al-Qawasimi and Amir Abu-Ayshah Group | 0001",2015-01-14,2015-01-14,1
"Middle East & North Africa","Mawlawi and Mansour Group | 0001",2014-10-24,2014-10-24,1
"Middle East & North Africa","Misrata Brigades | 0001",2014-12-17,2014-12-17,1
"Middle East & North Africa","Mujahedeen Shura Council | 0001",2005-04-30,2005-04-30,1
"Middle East & North Africa","Munadil al-Jumalyi Brigade | 0001",2008-03-17,2008-03-17,1
"Middle East & North Africa","Muslim Extremists | 0001",1979-09-14,1979-09-14,1
"Middle East & North Africa","National Front for the Salvation of Libya | 0001",1984-05-13,1984-05-13,1
"Middle East & North Africa","National Movement of Iranian Resistance | 0001",1984-09-30,1984-09-30,1
"Middle East & North Africa","Palestine Liberation Front (PLF) | 0001",1979-07-08,1979-07-08,1
"Middle East & North Africa","Palestinian Forces | 0001",1986-03-04,1986-03-04,1
"Middle East & North Africa","Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC) | 0001",1987-11-25,1987-11-25,1
"Middle East & North Africa","Rafallah al-Sahati Brigade | 0001",2014-06-25,2014-06-25,1
"Middle East & North Africa","Rebels | 0001",2009-07-29,2009-07-29,1
"Middle East & North Africa","Revolutionary Punishment Movement | 0001",2015-08-29,2015-08-29,1
"Middle East & North Africa","Salafi Daawa Group | 0001",2004-11-28,2004-11-28,1
"Middle East & North Africa","Saudi Hezbollah | 0001",1996-06-25,1996-06-25,1
"Middle East & North Africa","Secessionists | 0001",2012-12-04,2012-12-04,1
"Middle East & North Africa","Shabwah Province of the Islamic State | 0001",2015-04-14,2015-04-14,1
"Middle East & North Africa","Shaykh Hassan Khalid Forces | 0001",1989-06-22,1989-06-22,1
"Middle East & North Africa","Sunni Muslims | 0001",1982-12-17,1982-12-17,1
"Middle East & North Africa","Syrian Army deserters | 0001",2012-01-30,2012-01-30,1
"Middle East & North Africa","Syrian Mujahideen | 0001",2013-06-16,2013-06-16,1
"Middle East & North Africa","Tajamo Ansar al-Islam | 0001",2012-09-26,2012-09-26,1
"Middle East & North Africa","Tanyus Shanin Armed Unit | 0001",1987-10-29,1987-10-29,1
"Middle East & North Africa","Tayeb Al-Afghani's Islamist Group | 0001",1991-12-07,1991-12-07,1
"Middle East & North Africa","Terrorists | 0001",1981-09-07,1981-09-07,1
