"iyear","multiple","success","suicide","nperps","nperpcap","nkill","nwound","nhostkid","ransomamt","ransompaid","nreleased","attacktype1_txt","targtype1_txt","natlty1_txt","weaptype1_txt","weapsubtype1_txt","region_txt","gname"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","France","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,30,0,2,0,2,6.1e+07,4.1e+07,2,"Hostage Taking (Kidnapping)","Business","Argentina","Unknown","Unknown","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,1,0,0,0,0,"Assassination","Government (General)","Argentina","Firearms","Automatic Weapon","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,1,0,0,0,"Hostage Taking (Kidnapping)","Business","Argentina","Unknown","Unknown","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,0,0,4,0,0,1,0,0,0,0,"Assassination","Business","Argentina","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (Diplomatic)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1974,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","South America","Montoneros (Argentina)"
1975,0,1,0,4,0,1,0,0,0,0,0,"Assassination","Government (Diplomatic)","United States","Firearms","Handgun","South America","Montoneros (Argentina)"
1975,0,1,0,60,0,2,0,0,0,0,0,"Armed Assault","Police","Colombia","Firearms","Automatic Weapon","South America","National Liberation Army of Colombia (ELN)"
